Order Number,Line Number,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Unit Price,Net Price,Unit Cost,Currency Code,Exchange Rate
292502,0,2018-01-03 00:00:00,2018-01-05 00:00:00,1033608,999999,1424,7,280.00,280.00,128.76,GBP,0.7373
292503,0,2018-01-03 00:00:00,2018-01-07 00:00:00,633732,999999,17,3,98.96,98.96,45.50,EUR,0.8317
292504,0,2018-01-03 00:00:00,2018-01-09 00:00:00,1895227,999999,2100,6,1327.50,1168.20,439.83,USD,1.0000
292504,1,2018-01-03 00:00:00,2018-01-09 00:00:00,1895227,999999,1747,1,98.10,98.10,32.50,USD,1.0000
292504,2,2018-01-03 00:00:00,2018-01-09 00:00:00,1895227,999999,424,10,404.93,404.93,206.45,USD,1.0000
292504,3,2018-01-03 00:00:00,2018-01-09 00:00:00,1895227,999999,1370,2,66.42,59.11,30.55,USD,1.0000
292504,4,2018-01-03 00:00:00,2018-01-09 00:00:00,1895227,999999,422,1,1453.50,1453.50,481.58,USD,1.0000
292504,5,2018-01-03 00:00:00,2018-01-09 00:00:00,1895227,999999,1492,2,334.60,331.25,153.87,USD,1.0000
292505,0,2018-01-03 00:00:00,2018-01-05 00:00:00,1643869,999999,1690,3,15.29,15.29,5.07,USD,1.0000
292505,1,2018-01-03 00:00:00,2018-01-05 00:00:00,1643869,999999,285,1,312.55,312.55,159.34,USD,1.0000
292505,2,2018-01-03 00:00:00,2018-01-05 00:00:00,1643869,999999,1654,6,337.99,337.99,111.98,USD,1.0000
292505,3,2018-01-03 00:00:00,2018-01-05 00:00:00,1643869,999999,58,3,140.40,130.57,71.58,USD,1.0000
292506,0,2018-01-03 00:00:00,2018-01-03 00:00:00,1765947,670,1013,1,254.10,223.61,84.18,USD,1.0000
292506,1,2018-01-03 00:00:00,2018-01-03 00:00:00,1765947,670,144,2,284.99,253.64,145.29,USD,1.0000
292506,2,2018-01-03 00:00:00,2018-01-03 00:00:00,1765947,670,1862,2,2387.61,2387.61,791.06,USD,1.0000
292506,3,2018-01-03 00:00:00,2018-01-03 00:00:00,1765947,670,464,4,1018.50,987.95,337.46,USD,1.0000
292507,0,2018-01-03 00:00:00,2018-01-03 00:00:00,263625,80,1467,1,421.40,366.62,193.79,CAD,1.2515
292507,1,2018-01-03 00:00:00,2018-01-03 00:00:00,263625,80,423,1,898.50,799.67,413.19,CAD,1.2515
292508,0,2018-01-03 00:00:00,2018-01-07 00:00:00,1741040,999999,1584,2,12.99,12.99,6.62,USD,1.0000
292508,1,2018-01-03 00:00:00,2018-01-07 00:00:00,1741040,999999,1635,3,29.76,29.76,9.85,USD,1.0000
292509,0,2018-01-03 00:00:00,2018-01-05 00:00:00,587554,999999,1641,6,16.46,14.65,7.57,EUR,0.8317
292509,1,2018-01-03 00:00:00,2018-01-05 00:00:00,587554,999999,432,8,749.85,682.36,382.29,EUR,0.8317
292509,2,2018-01-03 00:00:00,2018-01-05 00:00:00,587554,999999,439,1,838.50,838.50,385.59,EUR,0.8317
292510,0,2018-01-03 00:00:00,2018-01-03 00:00:00,1881959,560,1493,2,376.60,335.17,173.18,USD,1.0000
292510,1,2018-01-03 00:00:00,2018-01-03 00:00:00,1881959,560,1515,1,322.00,322.00,148.08,USD,1.0000
292510,2,2018-01-03 00:00:00,2018-01-03 00:00:00,1881959,560,1593,4,18.06,17.15,8.31,USD,1.0000
292510,3,2018-01-03 00:00:00,2018-01-03 00:00:00,1881959,560,1645,4,75.24,65.46,34.61,USD,1.0000
292510,4,2018-01-03 00:00:00,2018-01-03 00:00:00,1881959,560,65,2,162.90,151.50,74.92,USD,1.0000
292510,5,2018-01-03 00:00:00,2018-01-03 00:00:00,1881959,560,10,3,53.99,53.99,27.52,USD,1.0000
292511,0,2018-01-03 00:00:00,2018-01-03 00:00:00,1976294,590,1657,3,233.99,210.59,107.60,USD,1.0000
292511,1,2018-01-03 00:00:00,2018-01-03 00:00:00,1976294,590,1442,6,740.60,740.60,245.38,USD,1.0000
292512,0,2018-01-03 00:00:00,2018-01-11 00:00:00,1670127,999999,1307,4,74.80,68.07,34.40,USD,1.0000
292512,1,2018-01-03 00:00:00,2018-01-11 00:00:00,1670127,999999,1569,1,418.60,368.37,192.50,USD,1.0000
292512,2,2018-01-03 00:00:00,2018-01-11 00:00:00,1670127,999999,420,1,749.85,719.86,382.29,USD,1.0000
292512,3,2018-01-03 00:00:00,2018-01-11 00:00:00,1670127,999999,1546,2,422.80,418.57,140.08,USD,1.0000
292513,0,2018-01-03 00:00:00,2018-01-03 00:00:00,1930918,660,450,2,1378.50,1378.50,456.72,USD,1.0000
292513,1,2018-01-03 00:00:00,2018-01-03 00:00:00,1930918,660,1580,2,284.70,259.08,94.33,USD,1.0000
292513,2,2018-01-03 00:00:00,2018-01-03 00:00:00,1930918,660,1379,4,32.20,32.20,14.81,USD,1.0000
292514,0,2018-01-03 00:00:00,2018-01-03 00:00:00,586659,220,2440,9,8.99,8.72,4.58,EUR,0.8317
292515,0,2018-01-03 00:00:00,2018-01-08 00:00:00,469902,999999,1545,1,375.20,322.67,172.54,EUR,0.8317
292516,0,2018-01-03 00:00:00,2018-01-03 00:00:00,1377680,440,446,1,329.93,300.23,168.21,USD,1.0000
292516,1,2018-01-03 00:00:00,2018-01-03 00:00:00,1377680,440,1656,1,207.99,183.03,95.64,USD,1.0000
292516,2,2018-01-03 00:00:00,2018-01-03 00:00:00,1377680,440,123,1,265.99,234.07,122.32,USD,1.0000
292517,0,2018-01-03 00:00:00,2018-01-03 00:00:00,1896253,610,312,3,246.05,221.45,125.45,USD,1.0000
292600,0,2018-01-04 00:00:00,2018-01-09 00:00:00,468911,999999,416,3,1453.50,1453.50,481.58,EUR,0.8288
292600,1,2018-01-04 00:00:00,2018-01-09 00:00:00,468911,999999,1742,3,25.20,21.67,12.85,EUR,0.8288
292601,0,2018-01-04 00:00:00,2018-01-04 00:00:00,970977,370,1443,1,824.60,750.39,273.21,GBP,0.7385
292602,0,2018-01-04 00:00:00,2018-01-07 00:00:00,803447,999999,1574,3,77.99,77.99,35.87,EUR,0.8288
292602,1,2018-01-04 00:00:00,2018-01-07 00:00:00,803447,999999,1025,2,216.59,190.60,99.61,EUR,0.8288
292603,0,2018-01-04 00:00:00,2018-01-04 00:00:00,1541196,650,2055,5,599.35,533.42,198.58,USD,1.0000
292603,1,2018-01-04 00:00:00,2018-01-04 00:00:00,1541196,650,171,5,94.05,80.88,43.25,USD,1.0000
292603,2,2018-01-04 00:00:00,2018-01-04 00:00:00,1541196,650,1324,1,54.59,50.76,25.10,USD,1.0000
292604,0,2018-01-04 00:00:00,2018-01-05 00:00:00,2002239,999999,1474,2,291.20,291.20,133.91,USD,1.0000
292604,1,2018-01-04 00:00:00,2018-01-05 00:00:00,2002239,999999,1689,2,4.48,3.94,2.29,USD,1.0000
292604,2,2018-01-04 00:00:00,2018-01-05 00:00:00,2002239,999999,439,3,838.50,838.50,385.59,USD,1.0000
292605,0,2018-01-04 00:00:00,2018-01-07 00:00:00,1619818,999999,1444,8,322.00,283.36,148.08,USD,1.0000
292605,1,2018-01-04 00:00:00,2018-01-07 00:00:00,1619818,999999,850,3,346.35,346.35,114.75,USD,1.0000
292606,0,2018-01-04 00:00:00,2018-01-04 00:00:00,405983,255,1949,2,251.99,236.87,128.48,EUR,0.8288
292607,0,2018-01-04 00:00:00,2018-01-04 00:00:00,2080621,585,1597,7,75.24,75.24,34.61,USD,1.0000
292608,0,2018-01-04 00:00:00,2018-01-04 00:00:00,1551204,610,1402,4,61.33,55.20,28.21,USD,1.0000
292609,0,2018-01-04 00:00:00,2018-01-09 00:00:00,49606,999999,2516,4,4.69,4.03,2.39,AUD,1.2763
292609,1,2018-01-04 00:00:00,2018-01-09 00:00:00,49606,999999,1047,2,371.80,338.34,170.97,AUD,1.2763
292609,2,2018-01-04 00:00:00,2018-01-09 00:00:00,49606,999999,427,10,703.50,703.50,323.52,AUD,1.2763
292610,0,2018-01-04 00:00:00,2018-01-07 00:00:00,1620817,999999,441,1,344.85,300.02,175.82,USD,1.0000
292610,1,2018-01-04 00:00:00,2018-01-07 00:00:00,1620817,999999,1511,3,320.60,320.60,147.43,USD,1.0000
292610,2,2018-01-04 00:00:00,2018-01-07 00:00:00,1620817,999999,1127,3,360.80,360.80,165.92,USD,1.0000
292611,0,2018-01-04 00:00:00,2018-01-04 00:00:00,1200226,560,721,1,372.00,342.24,123.26,USD,1.0000
292612,0,2018-01-04 00:00:00,2018-01-06 00:00:00,599083,999999,675,2,328.50,325.22,108.84,EUR,0.8288
292612,1,2018-01-04 00:00:00,2018-01-06 00:00:00,599083,999999,444,1,1378.50,1226.87,456.72,EUR,0.8288
292613,0,2018-01-04 00:00:00,2018-01-04 00:00:00,1639408,670,1648,2,142.99,124.40,72.90,USD,1.0000
292614,0,2018-01-04 00:00:00,2018-01-06 00:00:00,2090285,999999,1698,1,6.29,5.91,3.20,USD,1.0000
292615,0,2018-01-04 00:00:00,2018-01-06 00:00:00,1617158,999999,2516,3,4.69,4.22,2.39,USD,1.0000
292616,0,2018-01-04 00:00:00,2018-01-08 00:00:00,627131,999999,1650,4,376.99,339.29,124.90,EUR,0.8288
292616,1,2018-01-04 00:00:00,2018-01-08 00:00:00,627131,999999,747,1,19.43,16.71,9.90,EUR,0.8288
292616,2,2018-01-04 00:00:00,2018-01-08 00:00:00,627131,999999,121,5,113.99,107.15,58.11,EUR,0.8288
292617,0,2018-01-04 00:00:00,2018-01-04 00:00:00,1139726,410,174,8,123.41,112.30,40.89,GBP,0.7385
292617,1,2018-01-04 00:00:00,2018-01-04 00:00:00,1139726,410,2036,3,85.49,80.36,43.59,GBP,0.7385
292617,2,2018-01-04 00:00:00,2018-01-04 00:00:00,1139726,410,1274,1,57.34,57.34,29.24,GBP,0.7385
292700,0,2018-01-05 00:00:00,2018-01-10 00:00:00,1478631,999999,1527,3,375.20,375.20,172.54,USD,1.0000
292700,1,2018-01-05 00:00:00,2018-01-10 00:00:00,1478631,999999,996,6,205.59,189.14,94.55,USD,1.0000
292701,0,2018-01-05 00:00:00,2018-01-09 00:00:00,231599,999999,429,1,899.85,899.85,413.81,CAD,1.2510
292701,1,2018-01-05 00:00:00,2018-01-09 00:00:00,231599,999999,440,4,329.93,329.93,168.21,CAD,1.2510
292702,0,2018-01-05 00:00:00,2018-01-07 00:00:00,1634035,999999,313,1,255.55,227.44,130.28,USD,1.0000
292702,1,2018-01-05 00:00:00,2018-01-07 00:00:00,1634035,999999,439,3,838.50,737.88,385.59,USD,1.0000
292702,2,2018-01-05 00:00:00,2018-01-07 00:00:00,1634035,999999,419,3,553.50,553.50,282.20,USD,1.0000
292703,0,2018-01-05 00:00:00,2018-01-08 00:00:00,1427294,999999,422,6,1453.50,1424.43,481.58,USD,1.0000
292704,0,2018-01-05 00:00:00,2018-01-09 00:00:00,1762395,999999,180,3,65.55,60.31,33.42,USD,1.0000
292704,1,2018-01-05 00:00:00,2018-01-09 00:00:00,1762395,999999,1588,2,18.06,18.06,8.31,USD,1.0000
292705,0,2018-01-05 00:00:00,2018-01-10 00:00:00,766848,999999,469,1,148.50,148.50,75.71,EUR,0.8302
292705,1,2018-01-05 00:00:00,2018-01-10 00:00:00,766848,999999,1603,8,142.99,142.99,72.90,EUR,0.8302
292706,0,2018-01-05 00:00:00,2018-01-06 00:00:00,545853,999999,1027,4,254.10,254.10,84.18,EUR,0.8302
292706,1,2018-01-05 00:00:00,2018-01-06 00:00:00,545853,999999,132,5,190.00,190.00,96.87,EUR,0.8302
292706,2,2018-01-05 00:00:00,2018-01-06 00:00:00,545853,999999,1844,9,1636.20,1636.20,752.43,EUR,0.8302
292706,3,2018-01-05 00:00:00,2018-01-06 00:00:00,545853,999999,1659,5,337.99,337.99,111.98,EUR,0.8302
292707,0,2018-01-05 00:00:00,2018-01-08 00:00:00,1215604,999999,531,1,1018.50,875.91,337.46,USD,1.0000
292708,0,2018-01-05 00:00:00,2018-01-05 00:00:00,1816326,605,451,2,838.50,746.27,385.59,USD,1.0000
292708,1,2018-01-05 00:00:00,2018-01-05 00:00:00,1816326,605,1580,9,284.70,284.70,94.33,USD,1.0000
292709,0,2018-01-05 00:00:00,2018-01-08 00:00:00,481559,999999,434,4,898.50,898.50,413.19,EUR,0.8302
292709,1,2018-01-05 00:00:00,2018-01-08 00:00:00,481559,999999,2024,1,85.49,85.49,43.59,EUR,0.8302
292709,2,2018-01-05 00:00:00,2018-01-08 00:00:00,481559,999999,1360,2,65.79,65.79,21.80,EUR,0.8302
292710,0,2018-01-05 00:00:00,2018-01-08 00:00:00,2031247,999999,1068,5,469.70,469.70,155.62,USD,1.0000
292711,0,2018-01-05 00:00:00,2018-01-05 00:00:00,312640,100,1570,3,557.20,557.20,184.62,CAD,1.2510
292800,0,2018-01-06 00:00:00,2018-01-06 00:00:00,951367,380,1660,7,376.99,376.99,124.90,GBP,0.7379
292800,1,2018-01-06 00:00:00,2018-01-06 00:00:00,951367,380,731,7,193.50,166.41,88.98,GBP,0.7379
292800,2,2018-01-06 00:00:00,2018-01-06 00:00:00,951367,380,238,6,540.55,540.55,248.58,GBP,0.7379
292800,3,2018-01-06 00:00:00,2018-01-06 00:00:00,951367,380,161,1,1512.59,1376.46,501.15,GBP,0.7379
292800,4,2018-01-06 00:00:00,2018-01-06 00:00:00,951367,380,438,4,1378.50,1254.44,456.72,GBP,0.7379
292801,0,2018-01-06 00:00:00,2018-01-06 00:00:00,1660406,500,430,4,404.93,356.33,206.45,USD,1.0000
292801,1,2018-01-06 00:00:00,2018-01-06 00:00:00,1660406,500,454,5,404.85,404.85,206.40,USD,1.0000
292801,2,2018-01-06 00:00:00,2018-01-06 00:00:00,1660406,500,1403,3,66.42,66.42,30.55,USD,1.0000
292802,0,2018-01-06 00:00:00,2018-01-06 00:00:00,449275,220,256,1,388.55,361.35,198.09,EUR,0.8302
292802,1,2018-01-06 00:00:00,2018-01-06 00:00:00,449275,220,429,2,899.85,800.87,413.81,EUR,0.8302
292803,0,2018-01-06 00:00:00,2018-01-08 00:00:00,1583842,999999,1622,1,284.70,284.70,94.33,USD,1.0000
292804,0,2018-01-06 00:00:00,2018-01-07 00:00:00,1023634,999999,149,1,1125.72,1125.72,372.97,GBP,0.7379
292804,1,2018-01-06 00:00:00,2018-01-07 00:00:00,1023634,999999,435,4,404.93,368.48,206.45,GBP,0.7379
292805,0,2018-01-06 00:00:00,2018-01-09 00:00:00,130585,999999,2510,7,5.68,5.68,2.90,AUD,1.2753
292805,1,2018-01-06 00:00:00,2018-01-09 00:00:00,130585,999999,1455,2,406.00,365.40,186.70,AUD,1.2753
292806,0,2018-01-06 00:00:00,2018-01-06 00:00:00,412899,220,22,3,120.60,104.92,55.46,EUR,0.8302
292807,0,2018-01-06 00:00:00,2018-01-09 00:00:00,1425045,999999,1372,1,50.39,50.39,23.17,USD,1.0000
292807,1,2018-01-06 00:00:00,2018-01-09 00:00:00,1425045,999999,1496,5,403.20,362.88,185.42,USD,1.0000
292807,2,2018-01-06 00:00:00,2018-01-09 00:00:00,1425045,999999,1454,2,278.60,245.17,128.11,USD,1.0000
292808,0,2018-01-06 00:00:00,2018-01-12 00:00:00,428531,999999,1599,8,75.24,66.21,34.61,EUR,0.8302
292808,1,2018-01-06 00:00:00,2018-01-12 00:00:00,428531,999999,1320,1,37.79,37.79,17.37,EUR,0.8302
292809,0,2018-01-06 00:00:00,2018-01-06 00:00:00,1150184,370,402,8,1948.50,1714.68,645.57,GBP,0.7379
292809,1,2018-01-06 00:00:00,2018-01-06 00:00:00,1150184,370,439,1,838.50,830.12,385.59,GBP,0.7379
292809,2,2018-01-06 00:00:00,2018-01-06 00:00:00,1150184,370,1365,7,40.59,37.74,18.66,GBP,0.7379
292810,0,2018-01-06 00:00:00,2018-01-12 00:00:00,613254,999999,1536,2,417.20,417.20,191.86,EUR,0.8302
292810,1,2018-01-06 00:00:00,2018-01-12 00:00:00,613254,999999,1243,2,206.80,194.39,105.44,EUR,0.8302
292810,2,2018-01-06 00:00:00,2018-01-12 00:00:00,613254,999999,1555,1,515.20,463.68,170.70,EUR,0.8302
292811,0,2018-01-06 00:00:00,2018-01-06 00:00:00,1975817,650,1823,7,28.80,26.78,14.68,USD,1.0000
292811,1,2018-01-06 00:00:00,2018-01-06 00:00:00,1975817,650,451,1,838.50,746.27,385.59,USD,1.0000
292812,0,2018-01-06 00:00:00,2018-01-10 00:00:00,1464374,999999,1574,1,77.99,70.19,35.87,USD,1.0000
292812,1,2018-01-06 00:00:00,2018-01-10 00:00:00,1464374,999999,787,3,14.25,14.25,7.26,USD,1.0000
292813,0,2018-01-06 00:00:00,2018-01-06 00:00:00,808040,320,1446,1,404.60,404.60,186.06,EUR,0.8302
292813,1,2018-01-06 00:00:00,2018-01-06 00:00:00,808040,320,451,3,838.50,737.88,385.59,EUR,0.8302
292813,2,2018-01-06 00:00:00,2018-01-06 00:00:00,808040,320,1484,2,291.20,253.34,133.91,EUR,0.8302
292813,3,2018-01-06 00:00:00,2018-01-06 00:00:00,808040,320,1697,7,4.85,4.22,2.48,EUR,0.8302
292813,4,2018-01-06 00:00:00,2018-01-06 00:00:00,808040,320,2496,1,13.99,13.29,7.13,EUR,0.8302
292813,5,2018-01-06 00:00:00,2018-01-06 00:00:00,808040,320,1991,1,161.99,145.79,74.49,EUR,0.8302
292813,6,2018-01-06 00:00:00,2018-01-06 00:00:00,808040,320,2491,3,34.99,34.99,17.84,EUR,0.8302
